央视频道,#genre#
CCTV-5,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001187/index.m3u8
CCTV-5,http://bl.dchwtq.asia:10000/rtp/239.69.1.123:10376
CCTV-5,http://121.18.43.254:10000/hls/5/index.m3u8
CCTV-5,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225886/index.m3u8
CCTV-5,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227170/index.m3u8
CCTV-5,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227229/index.m3u8
CCTV-5+,https://pull-f5-spe.ixigua.com/live/YesLiveTV-7d098b36-c7e5-4941-8eb0-6af0f5ad3f8d.flv
CCTV-5+,http://121.18.43.254:10000/hls/17/index.m3u8
CCTV-5+,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225939/index.m3u8
CCTV-5+,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226919/index.m3u8
CCTV-6,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV-7,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001236/index.m3u8
CCTV-7,http://bl.dchwtq.asia:10000/rtp/239.69.1.103:10256
CCTV-7,http://121.18.43.254:10000/hls/7/index.m3u8
CCTV-7,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225805/index.m3u8
CCTV-7,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226972/index.m3u8
CCTV-7,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225927/index.m3u8
CCTV-8,https://live.v1.mk/api/ghyx.php?id=CCTV8HD_6000
CCTV-9,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001237/index.m3u8
CCTV-9,http://bl.dchwtq.asia:10000/rtp/239.69.1.104:10262
CCTV-9,http://117.161.12.124/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV-9,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225820/index.m3u8
CCTV-9,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225929/index.m3u8
CCTV-9,http://218.29.55.44:808/hls/9/index.m3u8
CCTV-10,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001238/index.m3u8
CCTV-10,http://bl.dchwtq.asia:10000/rtp/239.69.1.105:10268
CCTV-10,http://121.18.43.254:10000/hls/10/index.m3u8
CCTV-10,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225931/index.m3u8
CCTV-10,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226976/index.m3u8
CCTV-10,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225814/index.m3u8
CCTV-11,http://111.61.236.247:9081/hls/11/index.m3u8
CCTV-12,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001239/index.m3u8
CCTV-12,http://bl.dchwtq.asia:10000/rtp/239.69.1.106:10274
CCTV-12,http://121.18.43.254:10000/hls/12/index.m3u8
CCTV-12,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225932/index.m3u8
CCTV-12,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226931/index.m3u8
CCTV-12,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225816/index.m3u8
CCTV-13,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001328/index.m3u8
CCTV-13,http://bl.dchwtq.asia:10000/rtp/239.254.96.161:9040
CCTV-13,http://121.18.43.254:10000/hls/13/index.m3u8
CCTV-13,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227237/index.m3u8
CCTV-13,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225817/index.m3u8
CCTV-13,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226985/index.m3u8
CCTV-14,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001240/index.m3u8
CCTV-14,http://bl.dchwtq.asia:10000/rtp/239.69.1.107:10280
CCTV-14,http://121.18.43.254:10000/hls/14/index.m3u8
CCTV-14,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225933/index.m3u8
CCTV-14,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225819/index.m3u8
CCTV-14,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227086/index.m3u8
CCTV-15,http://171.213.199.169:58888/udp/239.93.0.103:5140
CCTV-15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-16,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001248/index.m3u8
CCTV-16,http://bl.dchwtq.asia:10000/rtp/239.69.1.247:11124
CCTV-16,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227125/index.m3u8
CCTV-16,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227162/index.m3u8
CCTV-16,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227148/index.m3u8
CCTV-17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000

四川频道,#genre#
四川卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001130/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://121.18.43.254:10000/hls/33/index.m3u8
四川卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225835/index.m3u8
四川卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227182/index.m3u8
四川卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/scws/1300000/mnf.m3u8
四川科教,http://live.goodiptv.club/api/sxg.php?id=SCTV-ggSCTV-8_4000
四川新闻,http://live.goodiptv.club/api/sxg.php?id=SCTV-4H265_4000
四川文化,http://112.45.192.49:9999/udp/239.11.0.3:5140
四川文化,http://58.223.166.16/live2.rxip.sc96655.com/live/SCTV-2-H265_4000.m3u8
四川经济,http://live.goodiptv.club/api/sxg.php?id=SCTV-2-H265_4000
精彩四川,http://171.217.52.23:8888/udp/239.93.0.126:5140
四川康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
四川康定,http://live.goodiptv.club/api/sxg.php?id=gzkdxwzh_2000
四川乡村,http://api2.52tb.xyz/info?id=606&token=20230405tndmhg
四川乡村,http://live.goodiptv.club/api/sxg.php?id=SCTV-kjSCTV-9-_4000

卫视频道,#genre#
大湾区卫视,http://60.208.16.27:1505/gudou.php?id=364&id=1456_4500
大湾区卫视,http://60.208.16.27:1505/gudou.php?id=364&id=1456
大湾区卫视,http://66.181.39.224/ml.php?id=guangdongweishi_twn
广东卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001032/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://121.18.43.254:10000/hls/28/index.m3u8
广东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225824/index.m3u8
广东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227164/index.m3u8
广东卫视,http://222.240.82.92:9901/tsfile/live/0113_1.m3u8
浙江卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001023/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://121.18.43.254:10000/hls/20/index.m3u8
浙江卫视,http://222.188.112.68:10000/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225825/index.m3u8
浙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227193/index.m3u8
湖南卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001026/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://121.18.43.254:10000/hls/19/index.m3u8
湖南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225827/index.m3u8
湖南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227232/index.m3u8
湖南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226851/index.m3u8
北京卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001029/index.m3u8
北京卫视,http://112.25.48.68/live/program/live/bjwshd/4000000/mnf.m3u8
北京卫视,http://117.161.12.124/live/program/live/bjwshd8m/8000000/mnf.m3u8
北京卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225826/index.m3u8
北京卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227246/index.m3u8
北京卫视,http://222.240.82.92:9901/tsfile/live/0122_1.m3u8
湖北卫视,http://115.149.139.141:10001/tsfile/live/1027_1.m3u8
黑龙江卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001031/index.m3u8
黑龙江卫视,http://121.18.43.254:10000/hls/29/index.m3u8
黑龙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225862/index.m3u8
黑龙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227197/index.m3u8
黑龙江卫视,http://218.29.55.44:808/hls/31/index.m3u8
安徽卫视,http://115.149.139.141:10001/tsfile/live/1025_1.m3u8
重庆卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001129/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://121.18.43.254:10000/hls/34/index.m3u8
重庆卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225831/index.m3u8
重庆卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227240/index.m3u8
重庆卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/cqws/1300000/mnf.m3u8
东方卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001013/index.m3u8
东方卫视,http://121.18.43.254:10000/hls/24/index.m3u8
东方卫视,http://222.188.112.68:10000/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225828/index.m3u8
东方卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227059/index.m3u8
东南卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001201/index.m3u8
东南卫视,http://121.24.98.226:8090/hls/36/index.m3u8
东南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225833/index.m3u8
东南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227156/index.m3u8
东南卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/dnws/1300000/mnf.m3u8
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
广西卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001224/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://121.18.43.254:10000/hls/53/index.m3u8
广西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227250/index.m3u8
广西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225836/index.m3u8
广西卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/gxws/1300000/mnf.m3u8
贵州卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001184/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://121.18.43.254:10000/hls/39/index.m3u8
贵州卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227201/index.m3u8
贵州卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225838/index.m3u8
贵州卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/gzws/1300000/mnf.m3u8
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
河北卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001229/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://121.24.98.226:8090/hls/25/index.m3u8
河北卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227063/index.m3u8
河北卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225837/index.m3u8
河北卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/hbws/1300000/mnf.m3u8
河南卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001222/index.m3u8
河南卫视,http://183.207.248.71/cntv/live1/henanstv/henanstv
河南卫视,http://121.18.43.254:10000/hls/35/index.m3u8
河南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225842/index.m3u8
河南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227095/index.m3u8
河南卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/hnws/1300000/mnf.m3u8
吉林卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001225/index.m3u8
吉林卫视,https://stream4.jlntv.cn/test2/sd/live.m3u8
吉林卫视,http://121.18.43.254:10000/hls/41/index.m3u8
吉林卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227099/index.m3u8
吉林卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225851/index.m3u8
吉林卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/jlws/1300000/mnf.m3u8
江苏卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001033/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视,http://121.18.43.254:10000/hls/21/index.m3u8
江苏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225847/index.m3u8
江苏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227160/index.m3u8
江苏卫视,http://222.240.82.92:9901/tsfile/live/0127_1.m3u8
江西卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001034/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://121.18.43.254:10000/hls/40/index.m3u8
江西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225834/index.m3u8
江西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227209/index.m3u8
江西卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/jxws/1300000/mnf.m3u8
辽宁卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001035/index.m3u8
辽宁卫视,http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8
辽宁卫视,http://121.18.43.254:10000/hls/30/index.m3u8
辽宁卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225832/index.m3u8
辽宁卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227141/index.m3u8
辽宁卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/lnwshd/4000000/mnf.m3u8
内蒙古卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001068/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视,http://121.18.43.254:10000/hls/56/index.m3u8
内蒙古卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227244/index.m3u8
内蒙古卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225846/index.m3u8
内蒙古卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/nmgws/1300000/mnf.m3u8
宁夏卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001074/index.m3u8
宁夏卫视,http://112.25.48.68/live/program/live/nxws/1300000/mnf.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/ningxia/__op/default/__f//index.m3u8
宁夏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227254/index.m3u8
宁夏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225849/index.m3u8
青海卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001450/index.m3u8
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8
青海卫视,http://121.18.43.254:10000/hls/57/index.m3u8
青海卫视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/qinghaiSD/__op/default/__f//index.m3u8
青海卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227119/index.m3u8
青海卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225841/index.m3u8
山东卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001028/index.m3u8
山东卫视,http://125.210.152.18:9090/live/SDWSHD_H265.m3u8
山东卫视,http://121.18.43.254:10000/hls/27/index.m3u8
山东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225843/index.m3u8
山东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227236/index.m3u8
山东卫视,http://218.29.55.44:808/hls/32/index.m3u8
山西卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001070/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://121.24.98.226:8090/hls/35/index.m3u8
山西卫视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/shanxiSD/__op/default/__f//index.m3u8
山西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227258/index.m3u8
山西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225839/index.m3u8
陕西卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001067/index.m3u8
陕西卫视,http://112.25.48.68/live/program/live/sxws/1300000/mnf.m3u8
陕西卫视,http://121.18.43.254:10000/hls/54/index.m3u8
陕西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225850/index.m3u8
陕西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227221/index.m3u8
陕西卫视,http://61.164.158.161:80/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
四川卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001130/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://121.18.43.254:10000/hls/33/index.m3u8
四川卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225835/index.m3u8
四川卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227182/index.m3u8
四川卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/scws/1300000/mnf.m3u8
深圳卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001030/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://121.18.43.254:10000/hls/26/index.m3u8
深圳卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225848/index.m3u8
深圳卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227242/index.m3u8
三沙卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001185/index.m3u8
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=4fd7a5cd1725342602
三沙卫视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f//index.m3u8
三沙卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227172/index.m3u8
三沙卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8
天津卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001036/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://121.18.43.254:10000/hls/25/index.m3u8
天津卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225830/index.m3u8
天津卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227205/index.m3u8
天津卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/tjws/1300000/mnf.m3u8
西藏卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001072/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,https://tv.vtibet.cn/live/vuXz3cg3TmRUYg.m3u8?secret=d423baa6f051a32ced725e7f7b8431c9&time=66d688c2
西藏卫视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/xizangSD/__op/default/__f//index.m3u8
西藏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226847/index.m3u8
西藏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227217/index.m3u8
新疆卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001065/index.m3u8
新疆卫视,http://112.25.48.68/live/program/live/xjws/1300000/mnf.m3u8
新疆卫视,http://121.24.98.226:8090/hls/61/index.m3u8
新疆卫视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/xinjiangSD/__op/default/__f//index.m3u8
新疆卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227248/index.m3u8
新疆卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225852/index.m3u8
云南卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001223/index.m3u8
云南卫视,http://112.25.48.68/live/program/live/ynws/1300000/mnf.m3u8
云南卫视,http://117.161.12.124/live/program/live/ynwshd8m/8000000/mnf.m3u8
云南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227181/index.m3u8
云南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225853/index.m3u8
云南卫视,http://222.186.163.155/live-gitv-sd-yh.189smarthome.com/live/program/live/ynws/1300000/mnf.m3u8

港·澳·台,#genre#
翡翠台,http://185.243.7.13/play/live.php?mac=00:1A:79:BF:D2:44&extension=ts&play_token=1pLS8RVt8V&stream=941619
纬来体育,http://123.51.230.108:18509/http/192.168.1.9:8081/hls/67/809/12_2440494.m3u8
纬来体育,http://47.113.189.55/iptv/iptv.php?key=ced93979274d74470b525fc6372adbc9&id=73
纬来体育,http://123.51.230.108:18509/.m3u8
爱尔达体育,http://50.7.234.10:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745
ELEVEN体育,http://50.7.234.10:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
ELEVEN体育,http://50.7.234.10:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23
明珠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxEzv3SLBhKEUmYG73triGDY/ts
星河台,http://113.117.74.32:8081/hls/135/index.m3u8
星河台,http://120.79.160.134:8066/HK/xh/hls.m3u8
星河台,http://223.71.206.22:30080/HK/xh/hls.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://120.84.96.23:808/hls/81/index.m3u8
凤凰香港,http://120.84.96.28:808/hls/81/index.m3u8
凤凰香港,http://120.84.96.108:808/hls/81/index.m3u8
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
TVBS新闻,http://pull-l3-cny.douyincdn.com/third/stream-e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news.flv
